"Date","Geography","Received","Approved"
"2022-01-19","Oahu",219,265
"2022-01-19","Kauai",19,28
"2022-01-19","East Hawaii",55,76
"2022-01-19","West Hawaii",29,29
"2022-01-19","Maui County",52,47
"2022-01-19","Statewide",374,445
"2022-01-20","Oahu",226,344
"2022-01-20","Kauai",24,31
"2022-01-20","East Hawaii",68,113
"2022-01-20","West Hawaii",18,46
"2022-01-20","Maui County",53,63
"2022-01-20","Statewide",389,597
"2022-01-21","Oahu",187,199
"2022-01-21","Kauai",31,18
"2022-01-21","East Hawaii",61,67
"2022-01-21","West Hawaii",30,33
"2022-01-21","Maui County",45,44
"2022-01-21","Statewide",354,361
"2022-01-22","Oahu",3,466
"2022-01-22","Kauai",0,73
"2022-01-22","East Hawaii",1,122
"2022-01-22","West Hawaii",0,40
"2022-01-22","Maui County",1,71
"2022-01-22","Statewide",5,772
"2022-01-23","Oahu",2,
"2022-01-23","Kauai",0,
"2022-01-23","East Hawaii",0,
"2022-01-23","West Hawaii",0,
"2022-01-23","Maui County",0,
"2022-01-23","Statewide",2,
"2022-01-24","Oahu",369,304
"2022-01-24","Kauai",39,23
"2022-01-24","East Hawaii",99,80
"2022-01-24","West Hawaii",27,45
"2022-01-24","Maui County",92,55
"2022-01-24","Statewide",626,507
"2022-01-25","Oahu",238,327
"2022-01-25","Kauai",14,20
"2022-01-25","East Hawaii",49,104
"2022-01-25","West Hawaii",36,35
"2022-01-25","Maui County",53,70
"2022-01-25","Statewide",390,556
"2022-01-26","Oahu",208,314
"2022-01-26","Kauai",22,25
"2022-01-26","East Hawaii",47,81
"2022-01-26","West Hawaii",33,36
"2022-01-26","Maui County",50,50
"2022-01-26","Statewide",360,506
"2022-01-27","Oahu",187,233
"2022-01-27","Kauai",15,15
"2022-01-27","East Hawaii",48,49
"2022-01-27","West Hawaii",38,33
"2022-01-27","Maui County",45,59
"2022-01-27","Statewide",333,389
"2022-01-28","Oahu",177,184
"2022-01-28","Kauai",16,11
"2022-01-28","East Hawaii",53,53
"2022-01-28","West Hawaii",25,18
"2022-01-28","Maui County",49,31
"2022-01-28","Statewide",320,297
"2022-01-29","Oahu",1,
"2022-01-29","Kauai",0,
"2022-01-29","East Hawaii",0,
"2022-01-29","West Hawaii",0,
"2022-01-29","Maui County",0,
"2022-01-29","Statewide",1,
"2022-01-31","Oahu",344,261
"2022-01-31","Kauai",33,20
"2022-01-31","East Hawaii",93,88
"2022-01-31","West Hawaii",56,28
"2022-01-31","Maui County",98,48
"2022-01-31","Statewide",624,445
"2022-02-01","Oahu",239,203
"2022-02-01","Kauai",28,14
"2022-02-01","East Hawaii",69,60
"2022-02-01","West Hawaii",24,32
"2022-02-01","Maui County",49,44
"2022-02-01","Statewide",409,353
"2022-02-02","Oahu",226,170
"2022-02-02","Kauai",20,25
"2022-02-02","East Hawaii",57,60
"2022-02-02","West Hawaii",23,30
"2022-02-02","Maui County",47,25
"2022-02-02","Statewide",373,310
"2022-02-03","Oahu",258,128
"2022-02-03","Kauai",17,11
"2022-02-03","East Hawaii",71,58
"2022-02-03","West Hawaii",29,27
"2022-02-03","Maui County",69,36
"2022-02-03","Statewide",444,260
"2022-02-04","Oahu",245,142
"2022-02-04","Kauai",28,20
"2022-02-04","East Hawaii",81,61
"2022-02-04","West Hawaii",25,22
"2022-02-04","Maui County",54,32
"2022-02-04","Statewide",433,277
"2022-02-07","Oahu",516,136
"2022-02-07","Kauai",50,20
"2022-02-07","East Hawaii",117,54
"2022-02-07","West Hawaii",57,18
"2022-02-07","Maui County",151,28
"2022-02-07","Statewide",891,256
"2022-02-08","Oahu",238,156
"2022-02-08","Kauai",16,32
"2022-02-08","East Hawaii",59,41
"2022-02-08","West Hawaii",25,22
"2022-02-08","Maui County",69,35
"2022-02-08","Statewide",407,286
"2022-02-09","Oahu",201,448
"2022-02-09","Kauai",25,38
"2022-02-09","East Hawaii",51,99
"2022-02-09","West Hawaii",28,73
"2022-02-09","Maui County",50,75
"2022-02-09","Statewide",355,733
"2022-02-10","Oahu",235,337
"2022-02-10","Kauai",20,30
"2022-02-10","East Hawaii",55,87
"2022-02-10","West Hawaii",28,48
"2022-02-10","Maui County",49,70
"2022-02-10","Statewide",387,572
"2022-02-11","Oahu",188,324
"2022-02-11","Kauai",13,33
"2022-02-11","East Hawaii",46,79
"2022-02-11","West Hawaii",21,48
"2022-02-11","Maui County",54,88
"2022-02-11","Statewide",322,572
"2022-02-12","Oahu",2,98
"2022-02-12","Kauai",0,2
"2022-02-12","East Hawaii",0,39
"2022-02-12","West Hawaii",0,19
"2022-02-12","Maui County",0,21
"2022-02-12","Statewide",2,179
"2022-02-14","Oahu",278,237
"2022-02-14","Kauai",24,46
"2022-02-14","East Hawaii",70,79
"2022-02-14","West Hawaii",40,24
"2022-02-14","Maui County",74,39
"2022-02-14","Statewide",486,425
"2022-02-15","Oahu",157,217
"2022-02-15","Kauai",13,16
"2022-02-15","East Hawaii",39,48
"2022-02-15","West Hawaii",22,27
"2022-02-15","Maui County",24,33
"2022-02-15","Statewide",255,341
"2022-02-16","Oahu",195,288
"2022-02-16","Kauai",12,31
"2022-02-16","East Hawaii",54,58
"2022-02-16","West Hawaii",18,42
"2022-02-16","Maui County",43,52
"2022-02-16","Statewide",322,471
"2022-02-17","Oahu",185,249
"2022-02-17","Kauai",22,26
"2022-02-17","East Hawaii",33,70
"2022-02-17","West Hawaii",17,30
"2022-02-17","Maui County",39,53
"2022-02-17","Statewide",296,428
"2022-02-18","Oahu",155,279
"2022-02-18","Kauai",18,25
"2022-02-18","East Hawaii",31,94
"2022-02-18","West Hawaii",23,52
"2022-02-18","Maui County",31,68
"2022-02-18","Statewide",258,518
"2022-02-19","Oahu",0,512
"2022-02-19","Kauai",2,75
"2022-02-19","East Hawaii",4,125
"2022-02-19","West Hawaii",0,39
"2022-02-19","Maui County",2,82
"2022-02-19","Statewide",8,833
"2022-02-21","Oahu",1,
"2022-02-21","Kauai",0,
"2022-02-21","East Hawaii",0,
"2022-02-21","West Hawaii",0,
"2022-02-21","Maui County",0,
"2022-02-21","Statewide",1,
"2022-02-22","Oahu",387,286
"2022-02-22","Kauai",45,35
"2022-02-22","East Hawaii",93,102
"2022-02-22","West Hawaii",51,28
"2022-02-22","Maui County",114,44
"2022-02-22","Statewide",690,495
"2022-02-23","Oahu",191,316
"2022-02-23","Kauai",22,29
"2022-02-23","East Hawaii",43,74
"2022-02-23","West Hawaii",21,44
"2022-02-23","Maui County",46,72
"2022-02-23","Statewide",323,535
"2022-02-24","Oahu",163,232
"2022-02-24","Kauai",19,16
"2022-02-24","East Hawaii",35,68
"2022-02-24","West Hawaii",27,25
"2022-02-24","Maui County",48,64
"2022-02-24","Statewide",292,405
"2022-02-25","Oahu",141,213
"2022-02-25","Kauai",15,16
"2022-02-25","East Hawaii",40,53
"2022-02-25","West Hawaii",19,21
"2022-02-25","Maui County",51,64
"2022-02-25","Statewide",266,367
"2022-02-28","Oahu",329,263
"2022-02-28","Kauai",27,15
"2022-02-28","East Hawaii",76,78
"2022-02-28","West Hawaii",46,35
"2022-02-28","Maui County",92,69
"2022-02-28","Statewide",570,460
"2022-03-01","Oahu",244,346
"2022-03-01","Kauai",20,13
"2022-03-01","East Hawaii",49,119
"2022-03-01","West Hawaii",35,56
"2022-03-01","Maui County",58,63
"2022-03-01","Statewide",406,597
"2022-03-02","Oahu",215,329
"2022-03-02","Kauai",18,10
"2022-03-02","East Hawaii",62,92
"2022-03-02","West Hawaii",33,38
"2022-03-02","Maui County",49,54
"2022-03-02","Statewide",377,523
"2022-03-03","Oahu",250,261
"2022-03-03","Kauai",26,18
"2022-03-03","East Hawaii",62,83
"2022-03-03","West Hawaii",17,30
"2022-03-03","Maui County",53,52
"2022-03-03","Statewide",408,444
"2022-03-04","Oahu",232,166
"2022-03-04","Kauai",19,16
"2022-03-04","East Hawaii",71,57
"2022-03-04","West Hawaii",32,13
"2022-03-04","Maui County",50,38
"2022-03-04","Statewide",404,290
"2022-03-05","Oahu",6,365
"2022-03-05","Kauai",0,24
"2022-03-05","East Hawaii",3,59
"2022-03-05","West Hawaii",0,33
"2022-03-05","Maui County",0,68
"2022-03-05","Statewide",9,549
"2022-03-07","Oahu",418,184
"2022-03-07","Kauai",34,16
"2022-03-07","East Hawaii",115,78
"2022-03-07","West Hawaii",34,18
"2022-03-07","Maui County",77,36
"2022-03-07","Statewide",678,332
"2022-03-08","Oahu",257,133
"2022-03-08","Kauai",22,10
"2022-03-08","East Hawaii",65,40
"2022-03-08","West Hawaii",27,27
"2022-03-08","Maui County",56,41
"2022-03-08","Statewide",427,251
"2022-03-09","Oahu",206,400
"2022-03-09","Kauai",23,43
"2022-03-09","East Hawaii",62,88
"2022-03-09","West Hawaii",21,78
"2022-03-09","Maui County",45,87
"2022-03-09","Statewide",357,696
"2022-03-10","Oahu",233,281
"2022-03-10","Kauai",21,23
"2022-03-10","East Hawaii",40,81
"2022-03-10","West Hawaii",23,32
"2022-03-10","Maui County",52,44
"2022-03-10","Statewide",369,461
"2022-03-11","Oahu",190,265
"2022-03-11","Kauai",15,23
"2022-03-11","East Hawaii",35,87
"2022-03-11","West Hawaii",26,43
"2022-03-11","Maui County",31,62
"2022-03-11","Statewide",297,480
"2022-03-12","Oahu",0,157
"2022-03-12","Kauai",1,4
"2022-03-12","East Hawaii",0,13
"2022-03-12","West Hawaii",0,5
"2022-03-12","Maui County",0,15
"2022-03-12","Statewide",1,194
"2022-03-14","Oahu",313,270
"2022-03-14","Kauai",21,31
"2022-03-14","East Hawaii",82,79
"2022-03-14","West Hawaii",41,36
"2022-03-14","Maui County",81,58
"2022-03-14","Statewide",538,474
"2022-03-15","Oahu",158,250
"2022-03-15","Kauai",14,40
"2022-03-15","East Hawaii",35,80
"2022-03-15","West Hawaii",27,61
"2022-03-15","Maui County",37,60
"2022-03-15","Statewide",271,491
"2022-03-16","Oahu",194,301
"2022-03-16","Kauai",19,32
"2022-03-16","East Hawaii",46,74
"2022-03-16","West Hawaii",19,47
"2022-03-16","Maui County",57,53
"2022-03-16","Statewide",335,507
"2022-03-17","Oahu",104,304
"2022-03-17","Kauai",18,30
"2022-03-17","East Hawaii",41,69
"2022-03-17","West Hawaii",18,49
"2022-03-17","Maui County",19,51
"2022-03-17","Statewide",200,503
"2022-03-18","Oahu",179,250
"2022-03-18","Kauai",17,19
"2022-03-18","East Hawaii",37,92
"2022-03-18","West Hawaii",19,17
"2022-03-18","Maui County",42,52
"2022-03-18","Statewide",294,430
"2022-03-19","Oahu",2,633
"2022-03-19","Kauai",0,65
"2022-03-19","East Hawaii",0,159
"2022-03-19","West Hawaii",0,82
"2022-03-19","Maui County",0,119
"2022-03-19","Statewide",2,1058
"2022-03-21","Oahu",288,357
"2022-03-21","Kauai",33,18
"2022-03-21","East Hawaii",80,90
"2022-03-21","West Hawaii",35,43
"2022-03-21","Maui County",77,58
"2022-03-21","Statewide",513,566
"2022-03-22","Oahu",183,261
"2022-03-22","Kauai",9,42
"2022-03-22","East Hawaii",43,87
"2022-03-22","West Hawaii",18,57
"2022-03-22","Maui County",29,61
"2022-03-22","Statewide",282,508
"2022-03-23","Oahu",141,289
"2022-03-23","Kauai",19,30
"2022-03-23","East Hawaii",53,81
"2022-03-23","West Hawaii",18,45
"2022-03-23","Maui County",50,63
"2022-03-23","Statewide",281,508
"2022-03-24","Oahu",153,194
"2022-03-24","Kauai",26,27
"2022-03-24","East Hawaii",42,63
"2022-03-24","West Hawaii",15,21
"2022-03-24","Maui County",37,42
"2022-03-24","Statewide",273,347
"2022-03-26","Oahu",3,293
"2022-03-26","Kauai",3,34
"2022-03-26","East Hawaii",1,66
"2022-03-26","West Hawaii",0,48
"2022-03-26","Maui County",1,39
"2022-03-26","Statewide",8,480
"2022-03-28","Oahu",343,213
"2022-03-28","Kauai",28,22
"2022-03-28","East Hawaii",101,72
"2022-03-28","West Hawaii",45,17
"2022-03-28","Maui County",100,35
"2022-03-28","Statewide",617,359
"2022-03-29","Oahu",180,203
"2022-03-29","Kauai",13,19
"2022-03-29","East Hawaii",46,61
"2022-03-29","West Hawaii",17,29
"2022-03-29","Maui County",40,36
"2022-03-29","Statewide",296,348
"2022-03-30","Oahu",178,202
"2022-03-30","Kauai",13,12
"2022-03-30","East Hawaii",47,99
"2022-03-30","West Hawaii",22,28
"2022-03-30","Maui County",51,48
"2022-03-30","Statewide",311,389
"2022-03-31","Oahu",158,230
"2022-03-31","Kauai",16,18
"2022-03-31","East Hawaii",50,60
"2022-03-31","West Hawaii",24,24
"2022-03-31","Maui County",59,46
"2022-03-31","Statewide",307,378
"2022-04-01","Oahu",185,203
"2022-04-01","Kauai",27,12
"2022-04-01","East Hawaii",44,57
"2022-04-01","West Hawaii",30,30
"2022-04-01","Maui County",38,42
"2022-04-01","Statewide",324,344
"2020-05-09","Oahu",,2
"2020-05-09","Kauai",,0
"2020-05-09","East Hawaii",,0
"2020-05-09","West Hawaii",,0
"2020-05-09","Maui County",,0
"2020-05-09","Statewide",,2
"2020-05-16","Oahu",,1
"2020-05-16","Kauai",,0
"2020-05-16","East Hawaii",,0
"2020-05-16","West Hawaii",,0
"2020-05-16","Maui County",,0
"2020-05-16","Statewide",,1
"2020-11-07","Oahu",,7
"2020-11-07","Kauai",,0
"2020-11-07","East Hawaii",,1
"2020-11-07","West Hawaii",,0
"2020-11-07","Maui County",,0
"2020-11-07","Statewide",,8
"2021-02-20","Oahu",,0
"2021-02-20","Kauai",,0
"2021-02-20","East Hawaii",,5
"2021-02-20","West Hawaii",,0
"2021-02-20","Maui County",,0
"2021-02-20","Statewide",,5
"2021-04-03","Oahu",,0
"2021-04-03","Kauai",,0
"2021-04-03","East Hawaii",,1
"2021-04-03","West Hawaii",,0
"2021-04-03","Maui County",,0
"2021-04-03","Statewide",,1
"2021-04-10","Oahu",,0
"2021-04-10","Kauai",,0
"2021-04-10","East Hawaii",,1
"2021-04-10","West Hawaii",,0
"2021-04-10","Maui County",,0
"2021-04-10","Statewide",,1
"2021-06-05","Oahu",,0
"2021-06-05","Kauai",,0
"2021-06-05","East Hawaii",,1
"2021-06-05","West Hawaii",,0
"2021-06-05","Maui County",,0
"2021-06-05","Statewide",,1
"2021-06-12","Oahu",,1
"2021-06-12","Kauai",,0
"2021-06-12","East Hawaii",,0
"2021-06-12","West Hawaii",,0
"2021-06-12","Maui County",,0
"2021-06-12","Statewide",,1
"2021-07-24","Oahu",,0
"2021-07-24","Kauai",,0
"2021-07-24","East Hawaii",,1
"2021-07-24","West Hawaii",,0
"2021-07-24","Maui County",,0
"2021-07-24","Statewide",,1
